,age,num_publications,specialty,marketing_dollars_spent,purchased
2487,28,5,internal medicine,12,True
2488,31,2,internal medicine,3,True
2489,30,6,other,25,False
2490,45,8,obgyn,25,False
2491,40,7,cardiology,28,False
2492,38,6,obgyn,10,False
2493,58,8,obgyn,17,False
2494,30,7,other,23,False
2495,43,9,obgyn,8,False
2496,31,5,cardiology,12,False
2497,29,4,cardiology,17,True
2498,38,6,cardiology,11,False
2499,40,7,cardiology,5,False
2500,54,12,emergency medicine,0,False
2501,30,5,cardiology,7,True
2502,31,3,internal medicine,21,True
2503,37,6,internal medicine,21,True
2504,35,13,other,16,False
2505,29,8,emergency medicine,5,False
2506,27,15,emergency medicine,24,False
2507,35,11,obgyn,25,False
2508,44,9,cardiology,28,False
2509,38,8,emergency medicine,0,False
2510,27,11,emergency medicine,14,False
2511,54,8,obgyn,27,False
2512,55,4,emergency medicine,15,True
2513,53,8,internal medicine,18,True
2514,47,4,cardiology,6,False
2515,30,8,internal medicine,12,True
2516,33,9,internal medicine,0,True
2517,35,6,cardiology,3,False
2518,58,1,other,6,True
2519,52,6,obgyn,19,False
2520,48,13,other,5,False
2521,44,7,obgyn,24,False
2522,34,7,cardiology,28,False
2523,40,7,other,11,False
2524,38,9,obgyn,10,False
2525,58,9,other,23,False
2526,49,5,other,8,False
2527,47,11,internal medicine,4,False
2528,42,7,cardiology,24,False
2529,58,5,obgyn,10,False
2530,33,2,internal medicine,25,True
2531,57,3,internal medicine,29,True
2532,49,6,internal medicine,15,True
2533,32,7,emergency medicine,2,False
2534,33,5,other,19,False
2535,57,8,emergency medicine,17,False
2536,30,10,internal medicine,22,True
2537,28,6,emergency medicine,11,False
2538,59,10,emergency medicine,0,False
2539,34,5,cardiology,19,False
2540,46,6,other,2,False
2541,35,6,emergency medicine,15,False
2542,55,10,other,28,False
2543,28,3,cardiology,20,False
2544,32,5,emergency medicine,7,True
2545,51,8,other,4,False
2546,48,1,emergency medicine,25,True
2547,49,5,cardiology,8,False
2548,36,5,cardiology,10,False
2549,44,11,internal medicine,23,False
2550,40,10,other,27,False
2551,42,1,other,8,True
2552,51,8,obgyn,14,False
2553,50,6,cardiology,27,False
2554,48,5,cardiology,1,False
2555,53,10,obgyn,2,False
2556,47,5,internal medicine,2,True
2557,47,5,obgyn,20,False
2558,42,3,other,0,True
2559,35,3,other,12,True
2560,27,9,obgyn,29,False
2561,35,10,obgyn,27,False
2562,45,8,other,8,False
2563,56,3,cardiology,17,False
2564,51,7,internal medicine,19,True
2565,49,8,obgyn,6,False
2566,56,8,obgyn,8,False
2567,49,7,other,14,False
2568,49,8,other,20,False
2569,49,6,obgyn,17,False
2570,53,2,cardiology,23,True
2571,52,10,obgyn,21,False
2572,51,8,emergency medicine,24,False
2573,55,6,other,16,False
2574,59,7,obgyn,22,False
2575,56,9,internal medicine,2,True
2576,52,6,emergency medicine,19,False
2577,56,6,other,12,False
2578,31,5,emergency medicine,16,True
2579,25,6,internal medicine,27,True
2580,55,6,obgyn,4,False
2581,46,7,obgyn,4,False
2582,53,5,obgyn,12,False
2583,51,6,internal medicine,22,True
2584,43,6,obgyn,27,False
2585,54,5,other,5,False
2586,48,6,other,21,False
2587,51,6,obgyn,24,False
2588,58,2,obgyn,3,False
2589,28,3,internal medicine,10,False
2590,56,6,internal medicine,6,True
2591,32,6,emergency medicine,15,False
2592,51,7,obgyn,9,False
2593,27,2,emergency medicine,0,True
2594,57,8,other,5,False
2595,56,11,internal medicine,18,False
2596,39,3,other,12,True
2597,25,5,internal medicine,3,True
2598,43,8,internal medicine,0,True
2599,41,10,obgyn,9,False
2600,31,5,other,27,False
2601,26,8,obgyn,15,False
2602,51,4,cardiology,16,False
2603,48,4,cardiology,13,False
2604,51,9,cardiology,8,False
2605,51,3,obgyn,15,False
2606,33,6,internal medicine,1,True
2607,25,8,internal medicine,0,True
2608,49,6,other,24,False
2609,25,11,obgyn,17,False
2610,50,6,obgyn,13,False
2611,31,5,internal medicine,22,True
2612,54,8,other,28,False
2613,28,8,emergency medicine,9,False
2614,36,9,cardiology,14,False
2615,48,6,obgyn,17,False
2616,39,10,emergency medicine,8,False
2617,25,2,other,7,True
2618,35,3,internal medicine,16,False
2619,56,10,cardiology,12,False
2620,52,8,other,5,False
2621,38,6,internal medicine,6,True
2622,53,11,emergency medicine,29,False
2623,39,8,other,10,False
2624,39,7,internal medicine,12,True
2625,50,8,other,28,False
2626,49,8,internal medicine,6,True
2627,40,12,internal medicine,20,True
2628,31,7,obgyn,27,True
2629,29,6,cardiology,17,True
2630,52,8,internal medicine,25,True
2631,39,5,emergency medicine,19,True
2632,26,11,internal medicine,0,False
2633,34,11,emergency medicine,3,False
2634,38,5,other,5,False
2635,59,7,other,4,False
2636,54,8,obgyn,21,False
2637,59,6,cardiology,16,False
2638,51,5,obgyn,7,False
2639,53,8,emergency medicine,13,False
2640,25,7,emergency medicine,7,False
2641,57,6,obgyn,13,False
2642,35,9,other,6,False
2643,50,8,obgyn,29,False
2644,35,15,cardiology,21,False
2645,52,5,emergency medicine,5,True
2646,46,6,internal medicine,16,True
2647,35,6,internal medicine,15,True
2648,48,4,cardiology,23,True
2649,41,5,other,13,False
2650,43,11,emergency medicine,23,False
2651,36,7,emergency medicine,23,False
2652,34,5,emergency medicine,18,True
2653,32,12,emergency medicine,16,False
2654,35,6,cardiology,22,False
2655,57,7,cardiology,27,False
2656,49,5,internal medicine,19,True
2657,26,6,cardiology,5,False
2658,25,5,cardiology,11,True
2659,49,8,internal medicine,22,True
2660,56,6,cardiology,17,False
2661,53,8,emergency medicine,8,False
2662,27,10,internal medicine,22,True
2663,48,7,obgyn,11,False
2664,29,7,emergency medicine,14,False
2665,28,7,internal medicine,6,True
2666,59,7,other,4,False
2667,56,5,emergency medicine,26,True
2668,52,3,obgyn,13,False
2669,47,10,cardiology,13,False
2670,48,4,emergency medicine,23,True
2671,58,7,emergency medicine,22,False
2672,52,8,internal medicine,24,True
2673,45,10,emergency medicine,27,False
2674,52,7,obgyn,4,False
2675,56,4,emergency medicine,20,True
2676,40,9,cardiology,19,True
2677,43,4,cardiology,22,False
2678,32,8,obgyn,19,False
2679,27,12,other,5,False
2680,38,6,internal medicine,1,True
2681,37,3,cardiology,9,False
2682,43,12,internal medicine,2,False
2683,28,4,emergency medicine,21,True
2684,39,8,emergency medicine,10,False
2685,56,8,emergency medicine,9,True
2686,34,5,internal medicine,14,True
2687,48,6,other,15,False
2688,31,2,emergency medicine,6,True
2689,35,8,other,29,False
2690,51,5,cardiology,17,False
2691,40,6,emergency medicine,26,False
2692,29,3,other,19,True
2693,26,10,emergency medicine,2,False
2694,43,4,emergency medicine,26,True
2695,40,9,internal medicine,13,True
2696,28,9,cardiology,25,False
2697,51,5,cardiology,15,False
2698,53,7,other,1,True
2699,58,4,internal medicine,25,True
2700,33,5,obgyn,28,False
2701,59,7,obgyn,9,False
2702,38,5,internal medicine,0,True
2703,35,4,emergency medicine,11,True
2704,52,6,emergency medicine,26,False
2705,29,8,internal medicine,8,True
2706,52,9,internal medicine,25,True
2707,50,9,cardiology,11,False
2708,56,11,cardiology,14,False
2709,43,12,cardiology,5,False
2710,27,6,cardiology,25,False
2711,51,3,emergency medicine,21,True
2712,35,6,obgyn,19,False
2713,52,6,cardiology,26,False
2714,53,6,cardiology,25,False
2715,44,10,other,22,False
2716,53,7,emergency medicine,4,False
2717,26,4,other,5,False
2718,30,10,internal medicine,20,True
2719,30,6,other,24,False
2720,43,7,obgyn,23,False
2721,43,10,cardiology,14,False
2722,49,10,cardiology,16,False
2723,32,11,other,8,False
2724,55,8,internal medicine,24,True
2725,42,7,cardiology,8,False
2726,29,10,obgyn,1,False
2727,36,3,cardiology,10,False
2728,39,4,internal medicine,5,True
2729,52,4,other,10,False
2730,46,6,internal medicine,26,True
2731,39,8,emergency medicine,9,False
2732,56,7,obgyn,26,False
2733,47,6,other,6,False
2734,32,8,emergency medicine,19,False
2735,51,6,cardiology,4,False
2736,25,7,cardiology,24,False
2737,56,8,internal medicine,24,True
2738,36,10,cardiology,16,False
2739,45,4,cardiology,22,False
2740,51,4,obgyn,5,False
2741,27,8,internal medicine,4,True
2742,59,8,cardiology,27,False
2743,47,8,emergency medicine,1,False
2744,59,2,emergency medicine,22,True
2745,26,8,emergency medicine,27,False
2746,30,8,cardiology,19,False
2747,27,8,cardiology,16,False
2748,44,9,emergency medicine,13,False
2749,47,3,internal medicine,24,True
2750,55,10,internal medicine,19,True
2751,37,4,cardiology,28,False
2752,33,13,emergency medicine,24,False
2753,33,7,internal medicine,26,True
2754,56,12,emergency medicine,0,False
2755,28,11,obgyn,10,False
2756,39,10,obgyn,3,False
2757,43,8,internal medicine,10,True
2758,57,9,obgyn,5,False
2759,50,8,internal medicine,0,True
2760,54,10,emergency medicine,29,False
2761,33,6,other,15,False
2762,53,9,internal medicine,10,True
2763,33,10,cardiology,11,False
2764,45,8,other,9,False
2765,49,3,internal medicine,26,True
2766,54,10,obgyn,20,False
2767,27,10,internal medicine,11,True
2768,33,6,obgyn,21,False
2769,52,9,internal medicine,1,True
2770,36,6,other,16,False
2771,32,8,other,18,False
2772,58,6,other,4,False
2773,59,9,cardiology,10,False
2774,36,6,emergency medicine,23,False
2775,35,8,cardiology,6,False
2776,52,3,other,2,True
2777,25,10,emergency medicine,15,False
2778,42,7,other,23,False
2779,52,9,internal medicine,24,True
2780,51,7,obgyn,29,False
2781,51,10,obgyn,4,False
2782,38,5,emergency medicine,7,True
2783,56,10,internal medicine,3,True
2784,54,10,other,12,False
2785,30,7,internal medicine,26,True
2786,31,4,other,17,False
2787,33,5,emergency medicine,15,True
2788,51,7,other,20,False
2789,29,9,obgyn,15,False
2790,43,8,internal medicine,22,True
2791,31,5,obgyn,12,False
2792,46,7,other,28,False
2793,55,6,emergency medicine,6,False
2794,39,6,cardiology,23,False
2795,32,3,cardiology,25,False
2796,50,8,obgyn,26,True
2797,34,10,obgyn,15,False
2798,59,5,internal medicine,8,True
2799,35,15,other,17,False
2800,50,3,obgyn,11,True
2801,56,11,cardiology,2,False
2802,28,4,obgyn,5,False
2803,32,10,internal medicine,25,True
2804,43,8,internal medicine,17,True
2805,43,7,cardiology,27,False
2806,42,11,emergency medicine,7,False
2807,49,8,internal medicine,11,True
2808,36,9,internal medicine,16,True
2809,44,2,cardiology,23,True
2810,36,3,emergency medicine,28,True
2811,27,8,internal medicine,26,True
2812,26,4,cardiology,13,False
2813,57,4,internal medicine,13,True
2814,54,7,obgyn,22,False
2815,31,6,emergency medicine,25,True
2816,53,7,emergency medicine,13,True
2817,52,4,obgyn,12,False
2818,30,8,internal medicine,8,True
2819,48,8,internal medicine,25,True
2820,33,10,cardiology,4,True
2821,48,8,internal medicine,12,True
2822,58,4,internal medicine,12,True
2823,35,6,emergency medicine,8,False
2824,54,6,other,22,False
2825,53,4,obgyn,15,False
2826,34,6,other,13,False
2827,34,6,internal medicine,11,True
2828,55,6,emergency medicine,26,False
2829,30,6,cardiology,3,False
2830,44,3,obgyn,27,False
2831,50,6,internal medicine,23,False
2832,41,5,obgyn,23,False
2833,38,10,emergency medicine,25,False
2834,54,7,obgyn,25,False
2835,38,9,cardiology,4,False
2836,37,3,obgyn,4,False
2837,43,7,internal medicine,3,True
2838,53,6,internal medicine,12,True
2839,49,2,other,3,True
2840,49,11,internal medicine,14,False
2841,53,8,other,28,False
2842,50,13,internal medicine,21,False
2843,43,6,internal medicine,15,True
2844,56,7,cardiology,17,False
2845,59,11,other,4,True
2846,27,6,obgyn,1,False
2847,30,8,internal medicine,9,True
2848,41,3,obgyn,0,False
2849,51,7,internal medicine,13,True
2850,35,8,cardiology,17,False
2851,53,6,emergency medicine,18,False
2852,36,5,other,28,False
2853,46,13,other,0,False
2854,59,8,emergency medicine,0,False
2855,49,4,cardiology,12,False
2856,28,6,internal medicine,7,True
2857,26,2,internal medicine,23,True
2858,42,11,emergency medicine,16,False
2859,31,5,obgyn,24,False
2860,59,9,obgyn,5,False
2861,26,4,internal medicine,4,False
2862,54,8,obgyn,5,False
2863,46,8,cardiology,21,False
2864,46,4,cardiology,13,False
2865,33,8,cardiology,29,False
2866,36,6,internal medicine,11,True
2867,33,9,other,17,False
2868,42,5,other,8,False
2869,54,12,cardiology,8,False
2870,25,7,obgyn,6,False
2871,45,7,obgyn,14,False
2872,52,10,emergency medicine,11,False
2873,40,6,obgyn,11,False
2874,39,5,obgyn,26,False
2875,51,10,emergency medicine,16,False
2876,29,8,other,15,False
2877,52,15,cardiology,25,False
2878,49,8,obgyn,13,False
2879,27,3,obgyn,13,False
2880,47,4,emergency medicine,0,True
2881,57,8,internal medicine,23,True
2882,29,10,internal medicine,18,True
2883,43,3,internal medicine,1,True
2884,36,4,internal medicine,9,True
2885,57,9,cardiology,26,False
2886,45,4,cardiology,15,False
2887,35,6,internal medicine,5,True
2888,27,5,obgyn,22,False
2889,29,6,obgyn,14,False
2890,38,9,other,22,False
2891,52,5,emergency medicine,17,True
2892,53,7,internal medicine,17,True
2893,37,8,emergency medicine,14,False
2894,41,4,emergency medicine,3,True
2895,30,6,emergency medicine,7,False
2896,30,5,internal medicine,16,True
2897,35,5,emergency medicine,13,True
2898,53,1,emergency medicine,6,True
2899,47,6,other,13,False
2900,59,6,other,11,False
2901,54,5,emergency medicine,9,True
2902,29,7,cardiology,3,False
2903,52,10,cardiology,9,False
2904,37,8,internal medicine,10,True
2905,57,10,internal medicine,13,True
2906,56,7,emergency medicine,28,False
2907,39,9,cardiology,1,False
2908,35,4,other,21,False
2909,28,9,obgyn,3,False
2910,41,10,cardiology,25,False
2911,33,9,internal medicine,3,True
2912,25,9,emergency medicine,24,False
2913,27,5,cardiology,5,False
2914,46,9,cardiology,4,False
2915,31,4,other,4,False
2916,56,6,emergency medicine,11,False
2917,33,7,other,9,False
2918,34,10,internal medicine,22,True
2919,48,5,other,24,False
2920,26,9,emergency medicine,10,False
2921,41,7,emergency medicine,26,False
2922,42,8,obgyn,21,False
2923,57,7,internal medicine,16,True
2924,56,8,obgyn,0,False
2925,35,9,internal medicine,8,True
2926,39,7,obgyn,18,True
2927,37,1,cardiology,14,True
2928,51,17,cardiology,10,False
2929,31,7,cardiology,16,False
2930,29,9,obgyn,11,False
2931,54,8,cardiology,15,False
2932,29,10,other,22,False
2933,45,9,internal medicine,14,True
2934,54,7,cardiology,8,False
2935,33,7,emergency medicine,19,False
2936,42,4,cardiology,14,False
2937,27,7,internal medicine,15,True
2938,57,12,other,5,False
2939,32,10,cardiology,6,False
2940,56,7,obgyn,28,False
2941,52,4,internal medicine,23,True
2942,41,5,internal medicine,12,True
2943,56,10,other,12,False
2944,53,7,internal medicine,28,False
2945,58,10,cardiology,29,False
2946,51,9,cardiology,17,False
2947,56,5,obgyn,25,False
2948,47,6,emergency medicine,17,False
2949,40,7,internal medicine,1,True
2950,46,10,obgyn,4,False
2951,30,12,other,29,False
2952,51,10,obgyn,10,False
2953,42,10,emergency medicine,17,False
2954,26,8,other,18,False
2955,36,6,other,17,False
2956,32,6,emergency medicine,28,False
2957,47,5,emergency medicine,18,True
2958,54,4,emergency medicine,14,True
2959,25,8,obgyn,10,False
2960,28,10,other,25,False
2961,59,8,obgyn,23,False
2962,41,9,cardiology,25,False
2963,31,8,other,6,True
2964,35,8,emergency medicine,23,False
2965,39,6,emergency medicine,17,False
2966,27,7,other,11,False
2967,54,15,cardiology,27,False
2968,51,9,emergency medicine,17,False
2969,55,8,cardiology,16,False
2970,49,2,emergency medicine,26,True
2971,32,7,obgyn,6,False
2972,32,9,internal medicine,28,True
2973,50,4,obgyn,23,False
2974,38,10,internal medicine,8,True
2975,41,9,cardiology,19,False
2976,49,7,other,21,False
2977,34,7,other,1,False
2978,55,8,internal medicine,15,True
2979,34,7,internal medicine,4,True
2980,27,5,obgyn,16,False
2981,36,10,emergency medicine,11,False
2982,49,9,obgyn,3,False
2983,47,10,emergency medicine,21,False
2984,27,5,obgyn,2,True
2985,42,3,obgyn,28,True
2986,59,7,emergency medicine,24,False
2987,46,3,internal medicine,24,True
2988,50,6,cardiology,23,False
2989,34,3,obgyn,15,False
2990,40,9,cardiology,20,False
2991,54,1,other,5,True
2992,43,13,obgyn,7,False
2993,55,11,internal medicine,7,False
2994,26,9,internal medicine,14,True
2995,40,8,internal medicine,0,True
2996,29,8,internal medicine,12,True
2997,30,4,emergency medicine,2,True
2998,30,6,internal medicine,9,True
2999,58,6,cardiology,17,False
3000,58,8,cardiology,8,False
3001,36,1,cardiology,13,True
3002,35,5,emergency medicine,5,False
3003,28,2,other,9,True
3004,38,5,cardiology,28,False
3005,27,7,cardiology,29,False
3006,53,8,emergency medicine,10,False
3007,30,8,cardiology,10,False
3008,29,5,obgyn,18,False
3009,25,10,obgyn,14,False
3010,59,10,other,2,False
3011,27,8,other,8,False
3012,52,3,internal medicine,27,True
3013,38,6,other,10,False
3014,49,7,obgyn,26,False
3015,26,4,obgyn,5,False
3016,30,5,obgyn,2,False
3017,38,13,cardiology,12,False
3018,59,10,other,16,False
3019,31,9,obgyn,16,True
3020,37,8,cardiology,13,False
3021,28,10,emergency medicine,7,False
3022,52,9,other,1,False
3023,49,9,cardiology,6,False
3024,34,3,cardiology,25,False
3025,51,8,emergency medicine,18,False
3026,41,5,cardiology,24,False
3027,28,7,emergency medicine,4,False
3028,31,8,internal medicine,9,True
3029,35,6,cardiology,9,False
3030,30,5,other,8,False
3031,51,6,cardiology,20,False
3032,48,9,obgyn,8,False
3033,37,9,internal medicine,3,False
3034,47,5,other,4,False
3035,30,10,cardiology,26,False
3036,28,2,obgyn,26,False
3037,40,7,obgyn,15,False
3038,25,10,cardiology,18,False
3039,41,7,internal medicine,8,True
3040,32,5,other,17,False
3041,38,5,emergency medicine,16,True
3042,45,11,cardiology,17,False
3043,39,4,obgyn,3,False
3044,54,5,emergency medicine,28,True
3045,32,9,internal medicine,26,True
3046,42,6,obgyn,2,False
3047,44,4,obgyn,0,False
3048,51,7,cardiology,17,False
3049,52,6,other,21,False
3050,35,6,obgyn,11,False
3051,34,7,internal medicine,25,True
3052,35,5,obgyn,17,False
3053,34,5,internal medicine,15,True
3054,59,4,cardiology,21,False
3055,53,9,internal medicine,22,True
3056,45,5,obgyn,4,False
3057,38,5,cardiology,15,False
3058,58,7,internal medicine,6,True
3059,38,9,internal medicine,24,True
3060,34,5,internal medicine,27,True
3061,46,5,cardiology,14,False
3062,45,11,cardiology,11,False
3063,44,12,emergency medicine,26,False
3064,50,3,other,25,True
3065,45,6,emergency medicine,19,False
3066,32,2,emergency medicine,27,True
3067,35,6,other,29,False
3068,51,4,emergency medicine,3,True
3069,30,8,other,5,False
3070,40,9,emergency medicine,6,False
3071,37,4,internal medicine,6,False
3072,46,5,emergency medicine,23,True
3073,40,7,cardiology,16,False
3074,56,6,cardiology,20,False
3075,56,9,obgyn,15,False
3076,46,3,other,10,True
3077,28,4,internal medicine,19,True
3078,41,9,emergency medicine,13,False
3079,43,12,obgyn,11,False
3080,47,8,other,5,False
3081,54,8,obgyn,14,False
3082,48,4,other,16,False
3083,54,8,cardiology,9,False
3084,49,8,other,9,False
3085,41,6,other,1,False
3086,30,7,cardiology,7,False
3087,55,0,cardiology,7,True
3088,53,3,other,10,True
3089,30,7,obgyn,19,False
3090,37,7,internal medicine,12,True
3091,52,6,obgyn,6,False
3092,34,7,emergency medicine,19,False
3093,46,8,cardiology,2,False
3094,37,6,emergency medicine,2,False
3095,28,19,other,17,False
3096,30,3,cardiology,25,False
3097,39,8,other,13,False
3098,53,4,internal medicine,26,True
3099,42,9,internal medicine,14,True
3100,34,9,internal medicine,8,True
3101,59,10,cardiology,10,False
3102,36,3,emergency medicine,22,True
3103,54,7,cardiology,13,False
3104,51,5,cardiology,13,False
3105,25,3,internal medicine,25,True
3106,32,7,other,25,False
3107,38,3,internal medicine,19,True
3108,53,7,obgyn,4,False
3109,49,4,internal medicine,23,True
3110,56,7,internal medicine,15,True
3111,40,9,internal medicine,3,True
3112,25,6,emergency medicine,27,False
3113,48,10,obgyn,26,False
3114,34,8,obgyn,10,False
3115,30,8,emergency medicine,20,False
3116,28,5,other,19,False
3117,30,7,other,26,False
3118,52,8,obgyn,18,False
3119,53,6,internal medicine,16,True
3120,26,8,emergency medicine,29,False
3121,26,6,obgyn,7,False
3122,57,9,obgyn,23,False
3123,34,5,cardiology,24,False
3124,25,4,cardiology,26,False
3125,35,7,emergency medicine,27,False
3126,29,4,internal medicine,22,True
3127,28,7,emergency medicine,1,False
3128,59,5,cardiology,1,False
3129,53,5,obgyn,16,False
3130,53,7,obgyn,5,False
3131,27,8,cardiology,11,False
3132,52,11,emergency medicine,24,False
3133,28,5,internal medicine,20,True
3134,49,9,internal medicine,14,True
3135,38,10,internal medicine,1,True
3136,44,7,obgyn,13,False
3137,52,3,other,26,True
3138,45,4,cardiology,15,False
3139,41,10,obgyn,4,False
3140,27,6,cardiology,27,False
3141,35,11,obgyn,16,False
3142,26,6,obgyn,12,False
3143,33,3,other,22,True
3144,50,7,obgyn,20,False
3145,37,6,other,28,False
3146,58,3,emergency medicine,14,True
3147,55,7,other,14,False
3148,28,10,other,17,False
3149,25,7,emergency medicine,23,False
3150,40,6,emergency medicine,5,False
3151,59,9,emergency medicine,14,False
3152,27,5,cardiology,19,False
3153,31,11,obgyn,29,False
3154,51,8,emergency medicine,22,False
3155,48,4,other,5,False
3156,58,6,internal medicine,23,True
3157,41,7,obgyn,10,False
3158,53,6,emergency medicine,24,False
3159,37,6,other,3,False
3160,55,6,internal medicine,8,True
3161,32,6,internal medicine,17,True
3162,47,3,internal medicine,21,True
3163,25,9,internal medicine,1,True
3164,55,6,internal medicine,11,True
3165,29,6,other,19,False
3166,40,7,cardiology,20,False
3167,51,9,internal medicine,25,True
3168,25,5,cardiology,16,False
3169,51,7,emergency medicine,9,False
3170,26,10,internal medicine,7,True
3171,25,9,emergency medicine,25,False
3172,38,9,cardiology,17,False
3173,27,7,internal medicine,28,True
3174,26,7,internal medicine,14,True
3175,50,4,internal medicine,14,True
3176,38,4,cardiology,24,False
3177,28,5,other,7,False
3178,46,9,obgyn,0,False
3179,27,8,obgyn,13,False
3180,25,5,cardiology,6,False
3181,54,7,emergency medicine,14,False
3182,45,9,internal medicine,19,False
3183,43,10,obgyn,21,False
3184,29,4,obgyn,21,False
3185,55,7,emergency medicine,15,False
3186,47,9,internal medicine,10,True
3187,34,11,other,2,False
3188,48,7,cardiology,22,False
3189,57,9,other,18,False
3190,46,6,obgyn,14,False
3191,49,8,emergency medicine,14,False
3192,56,7,obgyn,9,False
3193,58,6,emergency medicine,19,False
3194,57,4,obgyn,14,False
3195,33,11,obgyn,1,False
3196,59,6,obgyn,26,False
3197,58,5,emergency medicine,3,True
3198,57,9,obgyn,29,False
3199,55,6,cardiology,29,False
3200,41,5,internal medicine,9,True
3201,41,8,obgyn,6,False
3202,29,6,other,19,False
3203,35,7,other,27,False
3204,54,8,cardiology,1,False
3205,34,8,cardiology,2,False
3206,34,9,cardiology,17,False
3207,47,7,obgyn,17,False
3208,47,4,emergency medicine,9,True
3209,28,4,obgyn,10,False
3210,30,5,obgyn,5,False
3211,58,6,cardiology,15,False
3212,29,9,emergency medicine,7,False
3213,44,11,cardiology,28,False
3214,48,9,other,5,False
3215,34,3,obgyn,9,False
3216,53,14,other,5,False
3217,33,4,cardiology,6,False
3218,53,6,internal medicine,2,True
3219,39,5,obgyn,5,False
3220,48,5,internal medicine,16,True
3221,38,11,other,15,False
3222,26,7,obgyn,10,False
3223,43,5,other,9,False
3224,35,5,other,20,False
3225,52,3,internal medicine,23,False
3226,32,6,cardiology,10,False
3227,52,4,cardiology,2,False
3228,49,9,other,7,False
3229,49,10,internal medicine,10,True
3230,44,2,emergency medicine,11,True
3231,45,5,obgyn,8,False
3232,35,3,internal medicine,5,True
3233,53,14,internal medicine,6,False
3234,30,6,emergency medicine,0,True
3235,27,10,other,21,False
3236,47,7,emergency medicine,22,False
3237,50,5,emergency medicine,23,True
3238,49,8,internal medicine,11,True
3239,36,8,emergency medicine,13,False
3240,50,10,obgyn,16,False
3241,35,6,other,18,False
3242,28,9,internal medicine,11,True
3243,35,10,cardiology,13,False
3244,41,6,internal medicine,13,True
3245,26,6,other,10,False
3246,27,5,other,26,False
3247,26,6,other,7,False
3248,35,5,emergency medicine,0,True
3249,49,7,internal medicine,28,True
3250,30,8,obgyn,1,False
3251,50,4,emergency medicine,20,True
3252,40,8,emergency medicine,20,False
3253,52,3,internal medicine,28,True
3254,32,8,emergency medicine,14,False
3255,35,6,internal medicine,23,True
3256,52,6,other,9,False
3257,42,6,cardiology,23,False
3258,44,10,emergency medicine,12,False
3259,38,5,obgyn,7,False
3260,47,6,cardiology,17,False
3261,50,6,cardiology,19,False
3262,50,7,internal medicine,27,True
3263,49,9,other,19,False
3264,41,9,other,21,False
3265,34,5,other,28,False
3266,30,11,other,10,False
3267,46,6,emergency medicine,23,False
3268,52,11,internal medicine,29,False
3269,26,6,obgyn,9,False
3270,28,5,emergency medicine,18,True
3271,29,6,internal medicine,25,True
3272,56,2,cardiology,7,True
3273,42,12,obgyn,22,False
3274,28,9,other,4,False
3275,58,4,internal medicine,13,True
3276,50,4,emergency medicine,14,True
3277,54,5,other,14,False
3278,53,6,internal medicine,11,True
3279,48,6,internal medicine,8,True
3280,46,4,other,24,False
3281,35,6,emergency medicine,7,False
3282,36,6,obgyn,15,False
3283,34,10,emergency medicine,7,False
3284,33,6,obgyn,14,False
3285,49,7,emergency medicine,5,False
3286,57,4,cardiology,10,False
3287,48,6,cardiology,14,False
3288,56,5,other,0,False
3289,58,10,cardiology,25,False
3290,56,5,emergency medicine,12,True
3291,41,3,internal medicine,25,True
3292,53,6,obgyn,9,False
3293,36,4,other,15,False
3294,44,4,emergency medicine,20,True
3295,28,5,internal medicine,23,True
3296,59,5,emergency medicine,25,True
3297,45,7,obgyn,8,False
3298,33,12,other,12,False
3299,59,9,obgyn,18,True
3300,54,7,other,23,False
3301,28,6,internal medicine,11,True
3302,49,6,other,5,False
3303,32,10,emergency medicine,8,False
3304,52,9,other,2,False
3305,28,6,cardiology,3,False
3306,52,7,emergency medicine,26,False
3307,37,7,obgyn,25,False
3308,49,4,internal medicine,20,True
3309,26,7,other,5,False
3310,45,9,cardiology,7,False
3311,56,9,internal medicine,1,True
3312,35,11,internal medicine,14,False
3313,36,6,internal medicine,23,True
3314,36,5,cardiology,1,False
3315,55,10,other,9,True
3316,26,8,obgyn,26,False
3317,38,10,emergency medicine,9,False
3318,44,6,internal medicine,16,True
3319,34,5,emergency medicine,15,True
3320,52,4,obgyn,5,False
3321,39,6,obgyn,13,False
3322,57,8,other,20,False
3323,50,11,emergency medicine,17,False
3324,27,10,obgyn,8,False
3325,52,7,internal medicine,13,True
3326,27,9,cardiology,5,False
3327,30,2,other,25,True
3328,45,7,cardiology,16,False
3329,33,2,obgyn,0,False
3330,38,11,emergency medicine,28,False
3331,45,3,obgyn,11,False
3332,25,13,emergency medicine,29,False
3333,48,8,other,23,False
3334,59,6,emergency medicine,28,False
3335,42,5,obgyn,0,False
3336,32,6,internal medicine,7,True
3337,57,5,cardiology,25,True
3338,58,9,emergency medicine,22,False
3339,48,7,other,1,False
3340,36,4,emergency medicine,16,True
3341,37,2,emergency medicine,15,True
3342,51,6,cardiology,13,False
3343,39,8,internal medicine,2,True
3344,32,9,emergency medicine,2,False
3345,43,3,obgyn,24,False
3346,35,6,internal medicine,4,True
3347,41,5,emergency medicine,16,True
3348,25,9,internal medicine,26,True
3349,47,6,other,4,True
3350,36,6,other,27,False
3351,27,8,obgyn,2,False
3352,31,8,emergency medicine,11,False
3353,41,10,other,27,False
3354,54,7,other,14,True
3355,29,5,obgyn,24,False
3356,55,5,cardiology,20,False
